FEN,Evaluation
r1b1kb1r/pp3ppp/2n5/4P3/6n1/2P5/PP3PPP/RNBK1BNR w kq -,31
r1bq1rk1/ppp2ppp/2np1n2/4p3/1bB1P3/P1NP1N2/1PPB1PPP/R2QK2R b KQ -,-5
rn1q1rk1/ppp2ppp/3bpn2/3p1b2/8/3P1NP1/PPPNPPBP/R1BQR1K1 b - -,40
r2q1rk1/p2n1pbp/6p1/1QpPB3/4n3/5N2/PP2PPPP/R3KB1R w KQ -,0
3k4/8/3n2pp/pp1Pp3/4P2P/3K2P1/P7/3B4 w - -,-238
rn1qkb1r/ppp1pppp/5n2/8/2B3b1/2N2N2/PPPP1PPP/R1BQK2R w KQkq -,311
r2qk2r/ppp2pp1/2np1n1p/2b1p1B1/2B1P1b1/2NP1N2/PPP2PPP/R2Q1RK1 w kq -,0
3k4/8/3n2pp/pp1Pp3/P3P2P/3K2P1/8/3B4 b - -,-317
r2qkbnr/ppp2ppp/4p3/3p1b2/1nPP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq -,0
rnbqkb1r/pp4pp/2p1pn2/3p1p2/2PP4/2N1PN2/PPQ2PPP/R1B1KB1R b KQkq -,56
r2qkb1r/pp1b1ppp/2n1p3/2ppPn2/3P4/N1P2N2/PP2BPPP/R1BQK2R w KQkq -,42
rnbqkbnr/pppp1p1p/8/6N1/4PppP/8/PPPP2P1/RNBQKB1R b KQkq -,-209
rnbqk2r/pp4pp/2pbpn2/3p1p2/2PP4/2N1PN2/PPQ2PPP/R1B1KB1R w KQkq -,50
r1b1kbnr/ppqp1ppp/2n1p3/8/2BNP3/2N5/PPP2PPP/R1BQK2R b KQkq -,7
rnbqkbnr/pppppp1p/6p1/8/5P2/6P1/PPPPP2P/RNBQKBNR b KQkq -,-25
r1bqkb1r/pppp1pp1/2n2n1p/4p3/2B1P3/5N2/PPPP1PPP/RNBQ1RK1 w kq -,75
r1bq1rk1/ppp2ppp/2np1n2/2b1p3/2B1P3/P1NP1N2/1PPB1PPP/R2QK2R w KQ -,44
r1bq1rk1/ppp1n1bp/3p2p1/3Ppp1n/1PP1P3/2N2NP1/P3BP1P/R1BQ1RK1 w - -,48
r1bqkb1r/pppp1ppp/2n2n2/8/4PB2/3P4/PPP3PP/RN1QKBNR w KQkq -,0
r1b1k2r/pp2ppbp/2n3p1/q7/2BPP3/8/P2BNPPP/R2QK2R b KQkq -,55
3k4/8/3n2pp/p2Pp3/p3P2P/3K2P1/8/3B4 w - -,-153
r1bqk2r/pp1p1ppp/n3pn2/2P5/1bP5/P1N5/1PQ1PPPP/R1B1KBNR b KQkq -,84
r1bqkb1r/pppp1ppp/2n2n2/8/4PB2/3P4/PPP1B1PP/RN1QK1NR b KQkq -,2
r1bqkbnr/p1p1pppp/2n5/1p6/2pP4/2N1PN2/PP3PPP/R1BQKB1R b KQkq -,44
5rk1/pp3ppp/4p3/1b1pP3/1q3Pn1/3B1N2/P2NK1PP/R4Q2 b - -,-817
r1bq1rk1/ppp1n1bp/3p1np1/3PppN1/1PP1P3/2N3P1/P3BP1P/R1BQ1RK1 w - -,59
r1bqk1nr/pp3pbp/2np2p1/2p1p3/4P3/2NPB1P1/PPP2PBP/R2QK1NR w KQkq -,0
r1bq1rk1/ppp1n1bp/3p1np1/3PppN1/1PP1P3/2N2PP1/P3B2P/R1BQ1RK1 b - -,41
r1b1k2r/pp2ppbp/2n3p1/8/2BPP3/q7/P2BNPPP/R2QK2R w KQkq -,25
5rk1/pp3ppp/4p3/3pP3/1q3Pn1/3K1N2/P2N2PP/R4Q2 b - -,-796
rn1qkb1r/pp3ppp/2p2nb1/4p3/3P1N2/6N1/PPP2PPP/R1BQKB1R w KQkq -,19
r1bqkb1r/pppp1pp1/2n2n1p/4p3/2BPP3/5N2/PPP2PPP/RNBQ1RK1 b kq -,37
rnbqkbnr/pp1ppppp/2p5/8/2P5/6P1/PP1PPP1P/RNBQKBNR b KQkq -,27
r1bqkbnr/pp2pppp/2n5/3p4/3P1P2/5N2/PPP3PP/RNBQKB1R b KQkq -,-59
rnbqkb1r/pp3ppp/3p1n2/4p3/4P3/2N2N2/PPP2PPP/R1BQKB1R b KQkq -,35
r1bqkb1r/pppp1ppp/2n2n2/8/4PB2/3P1N2/PPP3PP/RN1QKB1R b KQkq -,-69
R7/4kbr1/8/p3P3/4N3/5K2/8/8 w - -,13
rnbq1rk1/ppppppbp/5np1/8/2PP4/1P3N2/P3PPPP/RNBQKB1R w KQ -,0
rnbqk2r/pp1p1ppp/4pn2/2p5/1bPP4/2N1P3/PP3PPP/R1BQKBNR w KQkq -,25
r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/3PBN2/PPP2PPP/RN1QK2R b KQkq -,0
5rk1/pp3ppp/4p3/1q1pP3/3K1Pn1/5N2/P2N2PP/R4Q2 b - -,-816
r1bqk2r/pppp1ppp/2n2n2/4p3/1b2P3/2N3P1/PPPP1PBP/R1BQK1NR w KQkq -,38
r1bqk2r/pppp1ppp/1bn2n2/4p3/2B1P3/3PBN2/PPP2PPP/RN1QK2R w KQkq -,20
5rk1/pp3ppp/1q2p3/3pP3/5Pn1/3K1N2/P2N2PP/R4Q2 b - -,-990
rn1qkbnr/pp3ppp/4p3/2ppP3/3P4/2PQ1N2/PP3PPP/RNB1K2R b KQkq -,0
rnbqkbnr/pp2pp1p/2p3p1/8/4p2Q/1B6/PPPP1PPP/RNB1K1NR b KQkq -,-105
r1bqk2r/pppp1ppp/1bn2n2/4p3/2B1P3/3PBN2/PPP2PPP/RN1Q1RK1 b kq -,0
rnbqkbnr/pppp1p2/7p/6N1/4PppP/8/PPPP2P1/RNBQKB1R w KQkq -,-209
r1bq1rk1/pppp1ppp/1bn2n2/4p3/2B1P3/3PBN2/PPP2PPP/RN1Q1RK1 w - -,25
rnbqkb1r/pp3ppp/3ppn2/8/3NP3/2N5/PPP1BPPP/R1BQK2R b KQkq -,13
rnbqkb1r/pp2pppp/2p2n2/8/2pP4/5NP1/PP2PP1P/RNBQKB1R w KQkq -,14
r2qkbnr/pp1n1ppp/4p3/2ppP3/3P4/2PQ1N2/PP3PPP/RNB1K2R w KQkq -,2
rnbqkb1r/pp2pp1p/2p2np1/8/4p2Q/1B6/PPPP1PPP/RNB1K1NR w KQkq -,-71
r1bq1rk1/pppp1ppp/2n2n2/4p3/1b2P3/2N3P1/PPPPNPBP/R1BQK2R w KQ -,62
r1bqkb1r/pp3ppp/2n1p3/2ppPn2/5P2/2P2N2/PPNP2PP/R1BQKB1R b KQkq -,0
rnbqkb1r/pp2pppp/2p2n2/8/2pP4/2N2NP1/PP2PP1P/R1BQKB1R b KQkq -,0
r1bqkb1r/ppp2ppp/2pn4/4P3/8/5N2/PPP2PPP/RNBQ1RK1 b kq -,14
rnbqk2r/pp2bppp/3ppn2/8/3NP3/2N5/PPP1BPPP/R1BQK2R w KQkq -,39
r1bq1rk1/pppp1ppp/2n2n2/4p3/1b2P3/2N3PP/PPPPNPB1/R1BQK2R b KQ -,14
r1bqkb1r/ppp2ppp/2p5/4Pn2/8/5N2/PPP2PPP/RNBQ1RK1 w kq -,22
rnbqkb1r/pp2pp1p/3p1np1/2pP4/4P3/2N5/PPP2PPP/R1BQKBNR w KQkq -,102
rnbqkb1r/pp3ppp/2p1pn2/8/2pP4/2N2NP1/PP2PPBP/R1BQK2R b KQkq -,0
r1bqkb1r/pp3ppp/2n1p2n/2ppP3/5P2/2P2N2/PP1P2PP/RNBQKB1R w KQkq -,0
r1bqkbnr/pp3ppp/2np4/2p1p3/4P3/2NP1N2/PPP2PPP/R1BQKB1R w KQkq -,-14
rnbq1rk1/pp2bppp/3ppn2/8/3NP3/2N1B3/PPP1BPPP/R2QK2R w KQ -,35
rnbqk2r/pp1p1ppp/4pn2/2pP4/1bP5/2N1P3/PP3PPP/R1BQKBNR b KQkq -,-14
r1bqk1nr/pp1pppbp/2n3p1/2p5/4P3/2N3P1/PPPPNPBP/R1BQK2R b KQkq -,0
rnbqkb1r/pp3ppp/2p1pn2/2Pp4/3P4/2N1P3/PP3PPP/R1BQKBNR b KQkq -,-78
r1bqkb1r/pp3ppp/2n1p2n/2ppP3/5P2/N1P2N2/PP1P2PP/R1BQKB1R b KQkq -,0
r1bqk1nr/pp2ppbp/2np2p1/2p5/4P3/2N3P1/PPPPNPBP/R1BQK2R w KQkq -,-1
rn1qkb1r/ppp1pppp/5n2/4N3/2B3b1/2N5/PPPP1PPP/R1BQK2R b KQkq -,298
r1bqkb1r/ppp2ppp/2n2n2/3p4/4PB2/3P1N2/PPP3PP/RN1QKB1R w KQkq -,-50
1r4k1/2b1qp1p/b1p3p1/p1p1p3/2PrP3/1PN1BP2/P1Q3PP/R2R2K1 w - -,174
r1bqkb1r/ppp2ppp/2n2n2/3pP3/5B2/3P1N2/PPP3PP/RN1QKB1R b KQkq -,-88
r1bqkb1r/ppp2ppp/2n5/3pP2n/5B2/3P1N2/PPP3PP/RN1QKB1R w KQkq -,-92
r1b1kbnr/pp2pppp/2n5/2pq4/5P2/5N2/PPPP2PP/RNBQKB1R w KQkq -,6
rnbqkb1r/pp2pppp/2p2n2/3p4/2PP4/4P3/PP3PPP/RNBQKBNR w KQkq -,13
r1b1kb1r/ppqp1ppp/2n1pn2/8/2BNP3/2N5/PPP2PPP/R1BQK2R w KQkq -,0
r1bqkbnr/pp3ppp/2np4/2p1p3/4P3/2NPBN2/PPP2PPP/R2QKB1R b KQkq -,-34
rnbqnrk1/ppp1ppbp/3p2p1/4P3/2PP1P2/2N5/PP4PP/R1BQKBNR w KQ -,14
r1bqk1nr/pp2ppbp/2np2p1/2p5/4P3/2NP2P1/PPP1NPBP/R1BQK2R b KQkq -,0
rnbqkb1r/3ppppp/5n2/1p1P4/2p1P3/5P2/PP4PP/RNBQKBNR w KQkq -,105
2r3k1/5pp1/p3p2p/1p1q4/PPn5/1Q2PNB1/1b3PPP/4R1K1 b - -,-114
r1bqk1nr/pppp2pp/2n5/2bQ4/4P3/2p2N2/PP3PPP/RNB1K2R w KQ -,87
r1b1k2r/pp2ppbp/2n3p1/8/2BPP3/q7/P2BNPPP/1R1QK2R b Kkq -,48
rnbqkbnr/pppp3p/5p2/6N1/4PppP/8/PPPP2P1/RNBQKB1R w KQkq -,203
1r4k1/2b1qp1p/b1p3p1/p3p3/2PpP3/1PN2P2/P1Q3PP/R2R2K1 w - -,130
r1bqkb1r/pp1npppp/2p2n2/3p4/2PP4/2N1P3/PP3PPP/R1BQKBNR w KQkq -,30
rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2NP4/PPP2PPP/R1BQKBNR b KQkq -,-28
rn1qkb1r/ppp2ppp/3p4/8/2PPn1b1/5N2/PP3PPP/RNBQKB1R b KQkq -,44
r1bqkbnr/1p1n1ppp/p2p4/1B2pN2/4P3/8/PPP2PPP/RNBQK2R w KQkq -,61
rnbqk2r/pp1p1ppp/4p3/2pP4/1bP1n3/2N1P3/PP3PPP/R1BQKBNR w KQkq -,-17
r2qkb1r/1p1bpppp/p1np1n2/2p5/4P3/2P2N2/PP1P1PPP/RNBQRBK1 b kq -,62
rnbqk2r/pp4pp/2pbpn2/3p1p2/2PP4/2NBPN2/PPQ2PPP/R1B1K2R b KQkq -,49
rn2kb1r/pp1q1ppp/3p1n2/4pN2/4P3/2N5/PPP2PPP/R1BQK2R b KQkq -,13
rnbq1rk1/pp4pp/2pbpn2/3p1p2/2PP4/2NBPN2/PPQ2PPP/R1B1K2R w KQ -,53
r1bqkb1r/pp1npppp/2p5/3n4/3P4/2N1P3/PP3PPP/R1BQKBNR w KQkq -,93
3rrbk1/3P1pp1/5n2/8/8/3Q3P/2B2PPK/8 w - -,361
r1bqk2r/pp2bppp/2np1n2/2p1p3/4P3/2NPBN2/PPPQ1PPP/R3KB1R w KQkq -,-53
rnbq1rk1/ppppppbp/5np1/8/8/1P1P1N2/PBP1PPPP/RN1QKB1R w KQ -,-14
rn2kb1r/pp1q1ppp/3p1n2/4p3/4P3/2N5/PPP1NPPP/R1BQK2R b KQkq -,112
rn1qkbnr/ppp1pppp/3p4/8/3P2b1/5N2/PPP1PPPP/RNBQKB1R w KQkq -,89
rnbqkb1r/pp3ppp/2p1pn2/8/2pP4/2N2NP1/PP2PP1P/R1BQKB1R w KQkq -,0
rn1q1b1r/ppp1pkpp/5n2/8/6b1/2N2N2/PPPP1PPP/R1BQK2R w KQ -,254
rnbqkb1r/ppp2ppp/5n2/3pp3/4PP2/2NP4/PPP3PP/R1BQKBNR b KQkq -,-80
r1b1kbnr/1p1q1ppp/p2p4/4pN2/4P3/8/PPP2PPP/RNBQK2R w KQkq -,53
r1bqkb1r/pppp1ppp/2n2n2/4p3/2P1P3/2N5/PP1P1PPP/R1BQKBNR w KQkq -,10
rnbq1rk1/ppp1ppbp/3p1np1/8/2PP1B2/2N2N2/PP2PPPP/R2QKB1R w KQ -,28
r1b2rk1/pp2ppbp/2n3p1/8/2BPP3/q7/P2BNPPP/1R1QK2R w K -,41
rnbqk1nr/ppppppbp/6p1/8/2P5/P7/1P1PPPPP/RNBQKBNR w KQkq -,-12
rnbqk2r/pp2bppp/3ppn2/8/3NP3/2N1B3/PPP1BPPP/R2QK2R b KQkq -,29
rnb1kbnr/1pqp1ppp/p3p3/8/3NP3/2N3P1/PPP2P1P/R1BQKB1R b KQkq -,0
rnbqkbnr/pppp3p/5p2/6N1/4PpQP/8/PPPP2P1/RNB1KB1R b KQkq -,247
rnbqk2r/pp1p1ppp/4p3/3nP3/1bP5/8/1B1P1PPP/RN1QKBNR b KQkq -,-108
rnbqkb1r/pp2pppp/3p1n2/4P3/3p4/2P2N2/PP3PPP/RNBQKB1R b KQkq -,-42
rnbqkb1r/ppp2ppp/5n2/4P3/3pP3/2NP4/PPP3PP/R1BQKBNR b KQkq -,-68
rn1qkbnr/ppp1pppp/3p4/8/3P1Bb1/5N2/PPP1PPPP/RN1QKB1R b KQkq -,44
rnbqkbnr/ppppppp1/8/7p/4P3/8/PPPPBPPP/RNBQK1NR b KQkq -,74
r1b1k1nr/pp1pppbp/1qn3p1/2p5/B3P3/2P2N2/PP1P1PPP/RNBQ1RK1 b kq -,44
2R5/3qb1k1/1r4pp/p2Bp3/1p2P3/1P1Q2PP/P5K1/8 w - -,827
rnbqk2r/pp1pppbp/5np1/2p5/3P1B2/2P1PN2/PP3PPP/RN1QKB1R b KQkq -,10
r1bq1rk1/1ppp1ppp/2n2n2/p1b1p3/2B1P3/2PP1N2/PP3PPP/RNBQ1RK1 w - -,32
rnbqkb1r/pp1p1ppp/2p2n2/4p3/2P5/6P1/PP1PPPBP/RNBQK1NR w KQkq -,28
rnbq1rk1/pp1pppbp/5np1/2p5/2PP1B2/2N1PN2/PP3PPP/R2QKB1R b KQ -,-22
r1bqkb1r/pp2pppp/2np1n2/2p5/2B1P3/5N2/PPPP1PPP/RNBQ1RK1 w kq -,7
rnbqkbnr/pp2pp1p/3p2p1/2p5/2P1PP2/8/PP1P2PP/RNBQKBNR w KQkq -,-28
r1bqk1nr/pppp1ppp/2n5/4p3/1bP5/2N2N2/PP1PPPPP/R1BQKB1R w KQkq -,43
rnbqk2r/pppp1ppp/5n2/8/1bB1P3/2N5/PP3PPP/R1BQK1NR w KQkq -,130
rn2k2r/pp1q1pbp/8/3pp3/4N3/8/PPP2PPP/R1BQK2R w KQkq -,0
rnbqk2r/pp3pp1/5n1p/2pp4/1b1P3B/2N5/PPQ1PPPP/2KR1BNR b kq -,-232
r1bqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N2Q2/PPPP1PPP/R1B1K2R b KQkq -,21
r2qkb1r/pppb1ppp/2np1n2/1B2p3/3PPP2/2N2N2/PPP3PP/R1BQK2R b KQkq -,40
rnbqk2r/pppp1ppp/5n2/4P3/1bB5/2N5/PP3PPP/R1BQK1NR b KQkq -,72
rnbqkbnr/pp3ppp/8/2pp4/3P4/5N2/PPPN1PPP/R1BQKB1R b KQkq -,29
r1bqkb1r/pp2pppp/2np1n2/2p5/2B1P3/2N2N2/PPPP1PPP/R1BQ1RK1 b kq -,0
rnb1kb1r/pp1ppppp/1q3n2/2pP4/5B2/8/PPP1PPPP/RN1QKBNR w KQkq -,31
rn2k2r/pp1q1pbp/7B/3pp3/4N3/8/PPP2PPP/R2QK2R b KQkq -,0
rnbqk2r/ppp2ppp/5n2/3pP3/1bB5/2N5/PP3PPP/R1BQK1NR w KQkq d6,131
r2qkb1r/pppb1ppp/2np1n2/1B6/3pPP2/2N2N2/PPP3PP/R1BQK2R w KQkq -,39
rnbqkbnr/pp2p1pp/5p2/2pp4/8/1P3N2/PBPPPPPP/RN1QKB1R w KQkq -,-13
rnbqkb1r/pp2pppp/2p2n2/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq -,60
rnbqk2r/ppp2ppp/5P2/8/1bp5/2N5/PP3PPP/R1BQK1NR w KQkq -,87
rnbqkbnr/pppp1ppp/4p3/8/4PP2/8/PPPP2PP/RNBQKBNR b KQkq -,-48
rn1qkbnr/ppp1pppp/3p4/8/3P1B2/5b2/PPP1PPPP/RN1QKB1R w KQkq -,59
rn3rk1/pp1q1pbp/7B/3pp3/4N3/8/PPP2PPP/R2QK2R w KQ -,0
rnbqk1nr/pp2ppbp/3p2p1/2p5/2P1PP2/5N2/PP1P2PP/RNBQKB1R w KQkq -,-52
r1b1kbnr/1pqp1ppp/p1n1p3/8/2BNP3/2N5/PPP2PPP/R1BQK2R w KQkq -,5
1r4k1/2b1qp1p/b1p3p1/p1p1p3/2PrP3/1P2BP2/P1Q1N1PP/R2R2K1 b - -,161
r1bqkb1r/pp2pp1p/2np1np1/2p5/2B1P3/2N2N2/PPPP1PPP/R1BQ1RK1 w kq -,14
rn1qkbnr/pppb1ppp/4p3/8/3PN3/3B4/PPP2PPP/R1BQK1NR b KQkq -,35
rnbqkbnr/pp2p1pp/5p2/2pp4/3P4/1P3N2/PBP1PPPP/RN1QKB1R b KQkq -,-30
r1bqkb1r/pppp1ppp/5n2/4p3/B3P3/2N2Q2/PPPP1PPP/R1B1K2R b KQkq -,0
r1bqkbnr/ppp2ppp/3p4/n3p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq -,46
r1bqkb1r/ppp1pppp/2n2n2/3p4/3P4/4PNP1/PPP2P1P/RNBQKB1R b KQkq -,0
rn1qkbnr/ppp1pppp/3p4/8/3P1B2/5P2/PPP1PP1P/RN1QKB1R b KQkq -,40
rnbqkbnr/ppp2ppp/4p3/3p4/4PP2/8/PPPP2PP/RNBQKBNR w KQkq -,-43
rnbqkb1r/pp2pp1p/3p1np1/6B1/3NP3/2N5/PPP2PPP/R2QKB1R b KQkq -,0
r1bqkb1r/pp1p1ppp/2p2n2/4p3/B3P3/2N2Q2/PPPP1PPP/R1B1K2R w KQkq -,28
r1bqkbnr/pp1n1ppp/2p5/2Pp4/3Pp3/2N1P3/PP3PPP/R1BQKBNR w KQkq -,-45
rnbqkb1r/p5pp/4pn2/1Ppp4/5B2/5N2/PP2PPPP/RN1QKB1R b KQkq -,43
r2qkbnr/pppn1ppp/2b1p3/8/3PN3/3B1N2/PPP2PPP/R1BQ1RK1 b kq -,29
rnbqk1nr/pppp1ppp/8/2b1p3/2P5/2N5/PP1PPPPP/R1BQKBNR w KQkq -,60
r1bqk2r/pp2npbp/2np2p1/2p1p3/4P3/2NPB1P1/PPPQ1PBP/R3K1NR w KQkq -,-19
r1bqkb1r/ppp2ppp/2n1pn2/3p4/3P4/4PNP1/PPP2PBP/RNBQK2R b KQkq -,-2
rnbqkb1r/pppp1ppp/8/4N3/4n3/2P5/PP1P1PPP/RNBQKB1R b KQkq -,-82
rn1qkbnr/pp2pppp/2p5/3p1b2/2PP4/6P1/PP2PP1P/RNBQKBNR w KQkq -,27
r1bqkbnr/pp1n1ppp/2p5/2Ppp3/3P4/2N1P3/PP3PPP/R1BQKBNR b KQkq -,-94
rn1qkbnr/pp2pppp/2p5/3p1b2/2PP4/6P1/PP2PPBP/RNBQK1NR b KQkq -,0
rnbqkb1r/pp2pppp/3p4/2P5/4n3/2P5/PP3PPP/RNBQKBNR w KQkq -,348
rnbqk1nr/pp1p1ppp/8/2b1N3/2B1P3/2P5/P4PPP/RNBQK2R b KQkq -,324
rnbqk1nr/pppp1ppp/8/2b1p3/2P5/2N3P1/PP1PPP1P/R1BQKBNR b KQkq -,31
R7/5br1/7N/p3k3/8/5K2/8/8 w - -,0
1rb3k1/2b1qp1p/2p3p1/p1p1p3/2PrP3/1P2BP2/P1Q1N1PP/R2R2K1 w - -,171
r1bqk1r1/pp3ppp/2n1pn2/3p2Q1/8/B1P2N2/PP3PPP/R3KB1R w KQq -,45
3k4/5R2/3b1P2/3p4/3P1p2/2p4P/2P3P1/7K b - -,1725
rnbqkb1r/ppppp1pp/5n2/5p2/2P5/6P1/PP1PPPBP/RNBQK1NR b KQkq -,34
r1bqkb1r/ppp1pppp/2n2n2/8/2BP4/4P3/PP3PPP/RNBQK1NR w KQkq -,95
rnbqkb1r/pppp1ppp/5n2/4p3/2P5/6P1/PP1PPP1P/RNBQKBNR w KQkq -,29
r3kbnr/ppp2ppp/2n5/4Pb2/8/2P2N2/PP3PPP/RNBK1B1R b kq -,-55
r1bqk2r/pp3ppp/2n1pn2/3p2Q1/8/B1P2N2/PP3PPP/R3KB1R b KQkq -,0
1rb3k1/2b1qp1p/2p3p1/p3p3/2PpP3/1P3P2/P1Q2BPP/R2R2K1 b - -,112
rnbqkb1r/ppp1p1pp/3p1n2/5p2/2P5/6P1/PP1PPPBP/RNBQK1NR w KQkq -,59
r1bqkb1r/pppp1ppp/2n5/8/2P5/4PB2/PP3PPP/RNBQK2R b KQkq -,14
rnbqkb1r/pp1p1ppp/2p2n2/4p3/2PP4/6P1/PP2PPBP/RNBQK1NR b KQkq -,9
r1bqkb1r/pppp1ppp/8/4n3/2P5/4PB2/PP3PPP/RNBQK2R w KQkq -,56
rnbqk2r/pppp1pbp/8/4P1p1/2P3n1/6B1/PP2PPPP/RN1QKBNR w KQkq -,137
rnbqkb1r/pp3ppp/2p2n2/3p4/2PQ4/6P1/PP2PPBP/RNB1K1NR w KQkq -,27
rnbqkbnr/pp2pp1p/3p2p1/2p5/2P1PP2/5N2/PP1P2PP/RNBQKB1R b KQkq -,-39
rnbqkb1r/pp2pppp/3p1n2/2P5/4P3/2P5/PP3PPP/RNBQKBNR b KQkq -,43
r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq -,11
r1bqk2r/ppp2pp1/2np1n1p/2b1p3/2B1P2B/3P1N1P/PPP2PP1/RN1QK2R b KQkq -,-40
r1bqk2r/pppp1ppp/8/2b1n3/2P5/4P3/PP2BPPP/RNBQ1RK1 b kq -,46
r1bqkb1r/pp1n1ppp/4pn2/2pp4/3P4/1P1BPN2/P1P2PPP/RNBQK2R w KQkq -,25
r1bqkb1r/pp3ppp/2np1n2/1B2p3/3NP3/2N5/PPP2PPP/R1BQK2R w KQkq -,569
rnbqk2r/pp2bppp/2p2n2/3p4/2PQ4/5NP1/PP2PPBP/RNB1K2R w KQkq -,33
r2qk2r/ppp2pp1/2npbn1p/2b1p3/2B1P2B/3P1N1P/PPP2PP1/RN1QK2R w KQkq -,5
rn2kbnr/pp1qpppp/3p4/2p5/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq -,19
r1b1kbnr/pp1ppp1p/2q3p1/2p5/4P3/2N2N2/PPPP1PPP/R1BQ1RK1 b kq -,90
rn1qkb1r/ppp2ppp/3pp3/3nP3/3P2b1/5N2/PPP1BPPP/RNBQK2R w KQkq -,99
r1bqkbnr/pp1ppp1p/2B3p1/2p5/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq -,32
r1bqkbnr/pppppppp/2n5/8/3P4/2N5/PPP1PPPP/R1BQKBNR b KQkq -,12
rn1qkb1r/ppp2ppp/3pp3/3nP3/3P2b1/5N2/PPP1BPPP/RNBQ1RK1 b kq -,91
rn2kbnr/pp1q1ppp/3p4/2p1p3/2P1P3/5N2/PP1P1PPP/RNBQK2R w KQkq -,37
r2qkb1r/ppp2ppp/2npp3/3nP3/3P2b1/5N2/PPP1BPPP/RNBQ1RK1 w kq -,134
r1bqkb1r/pppppppp/2n2n2/8/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq -,78
r2qkb1r/ppp2ppp/2npp3/3nP3/2PP2b1/5N2/PP2BPPP/RNBQ1RK1 b kq -,93
r1b1kb1r/ppppqppp/2n5/3P4/3p4/5N2/PPP1BPPP/R1BQK2R b KQkq -,135
r2qkbnr/1p1b1ppp/p1n1p3/1BppP3/5P2/5N2/PPPP2PP/RNBQ1RK1 w kq -,-34
r2qkb1r/ppp2ppp/1nnpp3/4P3/2PP2b1/5N2/PP2BPPP/RNBQ1RK1 w kq -,128
r1bqkb1r/ppp1pppp/2np1n2/8/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq -,85
rnbqk2r/pppp1pbp/8/4P1p1/2P3n1/5NB1/PP2PPPP/RN1QKB1R b KQkq -,130
rnbqkb1r/pppp2pp/4pn2/5p2/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq -,48
r1bqkb1r/ppp1pppp/2np1n2/3P4/4P3/2N5/PPP2PPP/R1BQKBNR b KQkq -,90
r2qkbnr/1p1b1ppp/p1B1p3/2ppP3/5P2/5N2/PPPP2PP/RNBQ1RK1 b kq -,-28
rnbqkbnr/pp2pppp/8/3p4/2pPP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq -,95
r2qkbnr/1p3ppp/p1b1p3/2ppP3/5P2/5N2/PPPP2PP/RNBQ1RK1 w kq -,-67
rnbqkbnr/ppp2ppp/4p3/3p4/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq -,7
rnbqkb1r/pppppppp/5n2/8/8/8/PPPPPPPP/RNBQKBNR b KQkq -,-95
rnbqk2r/pp2ppbp/3p1np1/6B1/3NP2P/2N5/PPP2PP1/R2QKB1R b KQkq -,-16
rn1qkbnr/1p2ppp1/p6p/3p1b2/3P1B2/2N1PN2/PP3PPP/R2QKB1R b KQkq -,78
rnbq1rk1/pp1pppbp/5np1/2p5/2P5/2N1PN2/PP1PBPPP/R1BQK2R w KQ -,0
r1bqk2r/pppp1ppp/1bn2n2/4p3/2BPP3/2P2N2/PP3PPP/RNBQK2R w KQkq -,181
r1bqkbnr/pppp1ppp/8/4p3/2BnP3/5N2/PPPP1PPP/RNBQ1RK1 b kq -,87
r1bqk2r/pppp1pbp/2n5/4P1p1/2P3n1/5NB1/PP2PPPP/RN1QKB1R w KQkq -,107
r1bqkb1r/ppp3pp/2n5/3np3/2B5/5Q2/PPPP1PPP/RNB1K2R w KQ -,380
r1bqk2r/pp3ppp/2nbpn2/2pp4/3P1B2/2PBP3/PP1N1PPP/R2QK1NR w KQkq -,0
rnbqkbnr/pp3ppp/4p3/3p4/2pPP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq -,103
rn2kb1r/pp1qpppp/3p1n2/8/3NP3/8/PPP2PPP/RNBQK2R w KQkq -,5
rnbqk2r/pp4pp/2pbpn2/3p1p2/2PP4/3BPN2/PP1N1PPP/R1BQ1RK1 b kq -,19
rnbqkb1r/pppp2pp/4pn2/5p2/3P1B2/4PN2/PPP2PPP/RN1QKB1R b KQkq -,63
rn1qk2r/ppp1bppp/4b3/3n4/5p2/1B3N2/PPPP2PP/RNBQ1RK1 w kq -,14
rnbq1rk1/pp4pp/2pbpn2/3p1p2/2PP4/3BPN2/PP1N1PPP/R1BQ1RK1 w - -,41
rnbq1rk1/pp2ppbp/5np1/3P4/3P4/1QN5/PP3PPP/R1B1KBNR w KQ -,20
