FEN,Evaluation
r1b1k2r/ppp3pp/4pq2/5p2/1bNP4/4PN2/PP3PPP/R1Q2RK1 w kq -,130
r1b1k2r/pp3ppp/3b1n2/n2p4/3Pp3/4P3/PP2BPPP/RN3KNR w kq -,-504
6qk/2R4p/5P2/1r2P2p/5P2/7K/2Q5/8 b - -,-39
5k2/1r6/1p1p1pB1/pP2pP2/P1PpP3/8/7R/7K b - -,223
r2qkb1r/1b3p1p/1pn2pp1/3p4/7P/1P2PN2/P1P1BPP1/RN1QK2R b KQkq -,14
r1q2rk1/1Q3ppp/8/p3P1b1/1pP2p2/5B1P/PP3PP1/R4RK1 b - -,59
8/4R3/3K2k1/2P5/p2P4/2P3p1/1r6/8 w - -,178
4rr2/pbq1bpkp/1p1p4/2pP1B2/P3N3/1QPP2P1/1P1B3P/4R1K1 b - -,146
3r2k1/5p2/p3p1p1/7p/3P4/1P3N2/P4PPP/R2R2K1 w - -,739
r1b1k2r/pp2pp1p/6p1/2p1b3/1nP5/2N5/PP2BPPP/R1BR2K1 w kq -,-93
1r3rk1/6p1/1pN4p/p2pPp2/P3p3/2Pb3P/1PQ2P2/R3R1K1 w - -,671
r1br2k1/ppp2pbp/6p1/4p3/4P1n1/P1N2P2/1PP1B1PP/R1B2RK1 b - -,77
r3k2r/1p3ppp/p2q4/8/3pn1B1/8/PP3PPP/R1BQK2R w KQkq -,484
4r1k1/1p1n2p1/4N2p/8/nbBP4/8/PP3PPP/2B2K1R w - -,421
rn1qk1nr/ppp2ppp/3p4/3N4/b1PPN3/8/PP2PPPP/R3KB1R b KQkq -,-625
r1b2rk1/1pq1bppp/p1n2n2/4p3/2PpP3/3P1NP1/PP3PBP/1RBQ1RK1 b - c3,-403
r2q1rk1/pppbbp1p/2n1p3/8/2PPpp2/4PN2/PP1BB1PP/R2Q1RK1 w - -,-39
8/8/1r2k1p1/6R1/1P6/4PK2/8/8 b - -,10
8/3b1k2/5p1p/K3bP1P/6P1/5B2/4N3/8 b - -,0
6Q1/8/2k5/4p3/2Rq4/6P1/Pr3P1P/6K1 b - -,638
7k/1p4b1/pP2b3/3Npp1p/7P/2P2P2/P5P1/3R2K1 w - -,436
3R4/8/8/K7/3b3p/2pk3r/8/8 w - -,-769
5rk1/2q1bp1p/p3pp2/1pp5/5P2/P1Pr2P1/1P1Bn1BP/R4R1K w - -,-707
6k1/1p2qppp/1n6/pB6/Pb1Pp3/4P3/1BQ2PPP/6K1 w - -,56
4r1k1/p1pp2pp/Bp3p2/3P4/3Nr3/8/PP1K2PP/R3R3 w - -,605
r1b3k1/1p2b3/7p/p2pq1p1/8/4P1P1/PPQB2BP/5RK1 w - -,380
rn1qkb1r/pp3ppp/2pp4/8/2PQNP2/8/PP2NPBP/R3K2R w KQkq -,515
5k2/pp1b2pB/2n1p3/3n4/8/8/PPP1N1PP/3R2K1 b - -,551
rn2kbnr/p2bppp1/2p4p/B7/2pPP3/6P1/PP3P1P/RN1QK1NR w KQkq -,608
r1bnk2r/ppp1npbp/6p1/4p3/7P/1PB3P1/P1P1PPB1/RN2K1NR w KQkq -,-10
2b5/8/2k5/4p2B/4P2P/8/3K4/8 w - -,375
8/P5kp/8/6n1/7R/3n4/1P2r3/6K1 b - -,-251
1rb1kb1r/ppq2ppp/2n1p3/4n3/Q1BN4/3P2P1/PP3P1P/RNB1R1K1 w k -,88
8/6k1/p3P1p1/5p1p/8/6P1/3K3P/8 b - -,-437
4r1k1/1bbp1ppp/pp3n2/3P2N1/2Pn4/3B4/P4PPP/RNB3K1 w - -,-58
r2q1rk1/1bpn2b1/1p2pp1p/p2P2p1/3P3P/1P1N2P1/P1nNPPB1/R4RK1 w - -,-815
rnb1kbr1/pp2ppp1/7p/3pP3/3P4/q6P/P1PBNPP1/R2QKB1R b KQq -,134
r4rk1/8/7Q/p4pp1/Pp2p3/8/1Pq2PPP/R4RK1 b - -,132
k7/8/5P2/P5N1/2K3P1/2n2P2/8/8 b - -,657
rnbq1rk1/1p2ppbp/p4np1/3p4/P2P4/3BPN2/1P1N1PPP/R1BQ1K1R b - -,-66
3r1bk1/5pp1/p2p1q1p/1pp5/P4B2/1PN3PP/2P3Q1/4R1K1 w - -,353
r2qk2r/ppp1bppp/3p1n2/5b2/1PP5/2B2N2/P2PBPPP/R2QK2R b KQkq -,26
1r4q1/2k1Q3/3p2p1/2p2p1p/2P2P1P/P4Pn1/1B4B1/4R1K1 b - -,528
8/3P1pk1/6p1/7p/7P/K4P2/2P5/8 b - -,478
8/8/K3pP2/3kp1p1/6P1/3N1P2/8/8 b - -,498
r1b2rk1/ppp2pbp/2np2p1/4p1q1/2B5/2NP4/PPP2PPP/R2Q1RK1 w - -,-505
Q3kbnr/2p2ppp/p1n5/3Nqb2/3p4/3P2P1/PP2PPBP/R1B1K1NR b KQk -,694
rnb2rk1/ppp1p1bp/6p1/3q4/3P1B2/5NP1/PP2PPBP/R2QK2R b KQ -,186
r1bqkb1r/3n1ppp/p3p3/1pp5/2B1P3/3P4/PBP2PPP/RN1Q1RK1 w kq -,-32
8/8/8/6p1/1p4P1/pk1K4/1r6/7q b - -,-4134
3rk2r/p4ppp/4p3/8/4nP1N/4b2P/PPP3P1/R4R1K b k -,-638
r3k2r/3p1ppp/3Pp1nn/4P3/1p3PP1/6K1/7P/2BQ1BR1 w kq -,533
8/6k1/6p1/p1Q5/2P3p1/8/4q3/1b5K w - -,-176
8/8/8/p1k5/P6p/1PK3p1/6P1/8 w - -,-482
8/8/4R1p1/2k1K2p/2P2P2/8/7r/8 b - -,-83
4rk2/p4pp1/1pn4p/8/5Q2/2qB4/P1P2PPP/1K5R w - -,-66
r7/1p3p2/5p1p/1pp2P2/4k3/P5K1/1PP4P/3R4 w - -,-44
r4rk1/1pB2p2/6pp/3p3n/7q/P1P5/1P3PP1/R2QR1K1 b - -,130
4r3/6P1/2k5/5PB1/8/8/2KR4/8 w - -,746
3n4/8/6p1/5p2/1k3PPP/4PK2/8/8 b - -,8
r2q1rk1/ppp2p1p/2npbbp1/4p1B1/2P1P3/3P1N2/PP3PPP/2RQKB1R w K -,-62
1r2r1k1/2q2pp1/2p1n2p/p7/P3P3/1Pp3P1/2PNPR1P/R5K1 w - -,-589
r4rk1/pp1bB2p/6p1/2p1p3/4P3/8/PPP1BPP1/R3K2R b KQ -,436
r3r3/pppbkppp/5n2/3P4/1bB5/2N2N2/1P1P1PPP/R1B1K2R w KQ -,407
r1bqkb1r/pp3p1p/2p2n2/4p3/8/2PP1P2/PP1BBP1P/R2QK2R b KQkq -,-398
2bq1rk1/1pp2ppp/3bp3/3p4/3P4/1PN1P3/1BnNBPPP/R5K1 w - -,-628
6k1/5pp1/3r3p/1q5P/6P1/7K/2r3B1/8 b - -,-1147
8/ppk2p2/8/3K4/1Pn5/P7/b5P1/8 w - -,-658
8/2k3p1/2r2b1p/p7/7P/6P1/4PK2/8 w - -,-653
8/5p2/8/3k3p/PP1b1PrP/1K1p4/5P2/3R4 w - -,-280
5rnk/1pB3bp/r4p2/p1pp4/P2P2P1/2P2N2/1P1Q3K/R4R2 b - -,634
1nb1k2r/rp3ppp/2pqpn2/8/8/1P3NP1/3PPPBP/1N1Q1RK1 w k -,-620
r1bq2k1/ppp2rpp/3p4/3P4/8/3P3P/PP1QBPP1/R3K2R w KQ -,38
2r2rk1/pp1qppb1/2p3p1/P4b1p/1PNPpP2/2P4P/2Q1BPP1/R4RK1 b - -,45
4r3/5kp1/3R4/p7/Pp3P2/1P1p2K1/3r2P1/8 b - -,-682
r2q1rk1/pppb1ppp/2nbp3/3pP3/3P2n1/2PB1N2/PP1N1P1P/R1BQ1RK1 b - -,37
r2qkbnr/pp1n1pp1/2p1p1b1/8/2P3P1/3P1N2/PB1NPPB1/R2Q1RK1 b kq -,20
r2q1rk1/pp2bppp/2pp1n2/2n5/2Q2BP1/2N2N1P/PPb1PPB1/R4RK1 b - -,-126
8/8/1p2p2k/p1p1Pp2/P1P2P1P/2n5/6K1/4N3 w - -,-54
8/8/8/2p3KN/3p4/2bP1k2/8/8 b - -,-330
8/5p2/7k/7p/2R4P/1K2P3/6r1/8 w - -,-3
1k1r1bN1/p1p2p2/1pn2p1p/8/3P4/3P1NP1/PP1K1P1P/R2Q3R b - -,733
8/8/5k1p/7P/pr6/5P2/8/4K3 b - -,-631
r3kb1r/p2nppp1/7p/2p1P1B1/P2Pp3/q1P5/4NPPP/3QKB1R w Kkq -,-39
4r1k1/pp1n1ppp/2p5/3p4/8/1P1BP1P1/Pr6/3R1RK1 w - -,-428
r1bqk2r/pp2ppbp/2n2np1/1N6/2Pp4/3Q1NP1/P3PPBP/R1B2RK1 b kq -,-88
4r3/5Rpk/8/1R2p3/p6P/r6P/5PK1/8 w - -,-6
r4k2/1n1q2p1/p2p1b1p/1p1P4/4Q3/1P2B2P/P5BP/2R4K w - -,221
r2qkb1r/1b1p1pp1/p1n4p/1ppnPp2/8/2PP1N2/PP1BB1PP/RN1Q1RK1 w kq -,-87
r6k/pp1N2pp/5p2/8/P7/2PP4/1n3PPP/4R1K1 w - -,90
1r1r2k1/2q2ppp/Q2b4/2pR4/P4P2/2P1B1P1/5P1P/R5K1 b - -,319
r1bq1rk1/p4ppp/2p1pb2/2pp4/5P1P/6P1/PPPPP1B1/R1BQ1RK1 b - -,-46
rnbqkb1r/1p1p1ppp/p1p2n2/8/B2QP3/P4N2/1PP2PPP/RNB1K2R b KQkq -,-2
r3r3/pk3ppp/p2N1bb1/P2P4/3N4/2P3P1/5P1P/3R2K1 b - -,-381
8/8/3bP3/3B4/7k/3P2p1/4K3/8 w - -,1
rnbqkr2/pp2bppp/4pn2/3p4/3P4/P1N1PN2/1P3PPP/R1BQKB1R w KQq -,140
r2qk2r/pp1n1pb1/4b1pp/3p1p2/8/2NP1NP1/PPP2PBP/R2Q1RK1 w kq -,-11
8/2R2p1r/4p3/1k3pP1/3P1P2/P7/6K1/2B5 w - -,557
r1b1kb1r/pp1pp2p/2n1q3/1N1n1p1p/3P1B2/8/PPP1BPPP/R3K1NR w KQkq -,-730
7k/3Q3p/8/6p1/2p5/2P5/8/3K4 w - -,453
r1bq1rk1/pppnb2p/8/8/2P1N3/4PN2/PP4PP/R2QK2R b KQ -,-475
r3k2r/p4ppp/3b1n2/5b2/2BQ4/8/PP3PPP/R1B2RK1 b kq -,578
r1bqk2r/p3nppp/2pB1n2/8/2P1p3/2P1PN2/P4PPP/R2QKB1R w KQkq -,126
3r1k2/4b1p1/2Qp3r/4p1p1/2N5/1PP3Pq/P3PP1p/R4R1K b - -,153
rk4qb/ppp5/3p1pnB/4p1p1/P1PnP3/2NP3Q/1P1N1PP1/R2K4 b - -,-92
1q3rk1/r2b1ppp/2p1p3/ppP5/8/P3P1P1/1PPQ2BP/R4RK1 b - -,46
r4rk1/1p2p1b1/5ppp/3P4/p4P2/P1P3P1/1P3RBP/3R2K1 w - -,202
bn2kb1r/2ppqp1p/4pp2/8/1p4P1/1P2PN2/2PPBP1P/1N1Q1RK1 b k -,-120
r1bqk1r1/1p2pp2/p1n4p/2pp4/4nP2/1P2QNP1/PbPP2BP/RN3RK1 w q -,-556
2br1qk1/1p3pp1/4p2p/r1p5/2Q1B3/P5P1/1P3P1P/R4RK1 b - -,-88
8/8/8/P4B2/6p1/6bp/5k2/7K b - -,-2
8/4k3/8/7p/2RK1p2/5P2/6P1/8 b - -,649
r3qrk1/ppp1ppb1/2n2n1p/3p1Pp1/3P4/2P1BN1P/PP1NPPB1/R2Q1RK1 b - -,476
8/8/1p6/5p2/5Pk1/P3K3/2r4p/3R4 b - -,-678
8/4k1p1/7p/R7/2p4n/2P5/3K4/8 w - -,113
2r1r1k1/1p2P1p1/pP1p2bp/2pPp2n/2N4P/5PP1/1PPB1Q2/R4RK1 b - -,902
8/4k3/2p4p/8/4P3/2r1pP1P/5KP1/8 w - -,-478
r1q2rk1/pp3pp1/5n1p/8/3P1B1P/3P2P1/P1P2P2/1R1Q2K1 b - -,-429
5rk1/p3ppbp/1pB3p1/4P3/5P2/P1P3PK/1r6/R4R2 w - -,-72
r1bq1rk1/pp1n1ppp/4pn2/P2p4/3P4/5NP1/1P1BP1BP/RN1QK2R b KQ -,517
r3kbnr/1p1n1pp1/pqp1p2p/3p4/3P1B2/3PPN2/PPQ2PPP/RN2K2R w KQkq -,-16
r1bqk2r/4bppp/p1N2n2/3p1P2/3p4/2N5/PPP3PP/R1B1QRK1 b kq -,187
5q2/5k1p/pP6/2p5/2n1pN2/7P/5P2/1R1R2K1 w - -,214
4r1k1/1p2qr1p/2p3p1/2n2p2/1Q1R1P2/1PN1P2P/8/4R1K1 b - -,-230
8/1p4k1/5p2/p7/P1BKPP1p/8/1P6/8 b - -,276
5k2/8/2K3pp/P7/1p4P1/2b5/2P5/8 b - -,-173
r1b1k1nr/pp1p1p1p/4p1p1/4q3/2B1P2P/1QP5/P3RPP1/R1B3K1 b kq -,205
8/5p2/2r1pkp1/p6p/N4PPP/4K3/5P2/8 w - -,-563
r4rk1/ppp1bppp/2n2n2/4p1N1/4P3/4B1PP/PPP2P2/R2N1BK1 b - -,-254
r2qk2r/p2pnpb1/1pn1p2p/2p3p1/4P3/N1Pb1NP1/PP1B1PBP/R2Q1RK1 w kq -,-93
8/5k2/1r6/p7/5NK1/6P1/3q4/7R w - -,-500
8/2k5/6q1/5p2/PP5Q/5K2/8/8 w - -,332
3r2k1/p1p3bp/6p1/8/2Pn4/P3P3/1P4PP/2KRR3 b - -,21
1q3rk1/4bp1p/p3pp2/P7/Q1pP4/2P3P1/4PPKP/R4R2 b - -,298
4k3/8/3R4/1r3ppp/8/4P1P1/5PKP/8 w - -,166
r5k1/1p1qnrpp/p3p3/3p4/3P4/2P3P1/PP1Q1PP1/R3R1K1 w - -,-399
r3kb1r/pp3pp1/4p3/2P4p/5Pn1/2P2BP1/P6P/RNBQK2R b KQkq -,879
7k/6p1/8/8/3PQP1b/8/1q6/6K1 b - -,-284
7r/pkp3p1/2p2p1p/2B1p3/1P6/2r4P/P1bRKPP1/7R w - -,-38
2r2rk1/p2b2pp/1p1p1q2/3Pp3/P1Pp1p2/3P1B1P/1P3PP1/R2QR1K1 b - -,-39
r3qrk1/pp1b2p1/3p1n2/3p1p1p/3P4/P4P2/1P1BN1PP/R2QKB1R w KQ -,390
1r2r1k1/pb3p2/2p4p/1p4p1/3RP2P/5P2/PPK1B1P1/7R w - -,107
r2q1rk1/pp1bbpp1/2nppn1p/1Bp5/4PB1P/2NP1N2/PPP2PP1/R2Q1RK1 b - -,-70
rr4k1/1p2pp1p/3pb1p1/1P6/P7/5B1P/1BR2PP1/5RK1 w - -,366
8/2k1Nb2/1p3Q2/5p2/6p1/6P1/5q1K/8 w - -,-270
2rn1rk1/1p2npb1/pP4pp/4p3/2B5/P1PPBP1b/2Q1NP2/R4RK1 w - -,506
r1b2bk1/1p5p/p2p2p1/8/2Pp4/P6P/1P1nBPP1/R4RK1 w - -,-201
7k/8/1p6/p3q3/n5P1/8/6R1/6RK b - -,-468
r1bq1rk1/pp3ppp/2nb1n2/4p3/Q2pP3/1P1P1NP1/P4PBP/RNB2RK1 b - -,-86
8/p1r2p2/P2kp3/1r1p2p1/5pP1/5P2/5KP1/R2R4 w - -,-452
r5k1/pp4pp/8/8/4B3/P6b/1P3P2/2N1R1K1 b - -,489
r2qr1k1/1P1pbppp/p4n2/5P2/2P2B2/5N1P/4B1P1/Q4RK1 b - -,-309
8/5k2/5b2/P3pp2/2P3p1/1R2B1P1/5PK1/8 w - -,712
3q1rk1/2ppbppp/2n1pn2/1r6/3P4/P3PN2/1P1B1PPP/R2QKR2 w Q -,-539
6k1/5p2/7p/P5p1/nK1R4/5b2/r7/8 w - -,-494
8/1pR5/3nkp2/r3p1p1/1NP3Pp/1P2K2P/8/8 w - -,-73
r3kb1r/pp2p1pp/4q3/2p1Pp2/5Pb1/5N2/PPP1Q1PP/R1B2RK1 b kq -,60
Q7/2K4k/B3p1bP/8/7R/8/1r3p2/8 w - -,521
r3r1k1/p1p2ppp/1p6/2b5/4P1nB/P1N5/1P3PPP/2RR2K1 b - -,33
Qn2r1k1/4qppp/1r3n2/2bp4/3p1P2/P2N2N1/1PP3PP/R1B2R1K b - -,-152
r1bqr1k1/1p3ppp/p1n5/2bp4/5Bn1/2N2N2/PPP2PBP/R2QR1K1 w - -,-129
8/8/3k1p1p/p1p4P/PpK5/5B2/8/4r3 w - -,-621
r5k1/1p2pp1p/pP4p1/B2nq3/8/1Q2P3/5PPP/2R3K1 w - -,-22
r1q1k1nr/5pb1/1pp1p1p1/p2pNbP1/P2P3p/4PN1P/1PP1QPB1/R4RK1 w kq -,20
3R4/8/p4kp1/1p3p1p/1P3P1P/P1p3r1/2K1r3/1R6 w - -,-415
r1bq1rk1/1p3p1p/p1np2p1/2p3N1/2P5/1P2P3/Pb2BPPP/R2Q1RK1 w - -,-465
8/6p1/2p1pn1p/P6k/8/8/2P3QP/2q3BK b - -,115
4kb2/1p3pp1/p3p3/4N1P1/8/2r5/P4P2/3R2K1 w - -,-269
1r4k1/5ppp/2n2b2/8/P1N5/5NPq/2Q1PR1P/6K1 b - -,8
rnbr2k1/ppp5/4pn1b/3p4/3P2pP/2P3P1/PP2PPB1/RN1QK2R w KQ -,558
r4r2/p1p1k1pp/1p1n4/8/4p3/2P5/PP1B1PPP/3RRK2 w - -,439
1knr2r1/p2qpp2/2p1b2p/1p3p2/3P3P/P2B1NP1/1P1N1P2/1QR3KR w - -,336
r1b2rk1/pp1pnppp/1q1b4/2p5/4P2n/2NP3P/PPP1B1P1/R1BQ1R1K b - -,-402
rn1q1rk1/1p2bppp/3pb3/p3p3/4N3/3QBN2/PPP1BPPP/R4RK1 w - -,357
8/1R3p2/p4k1p/2B2P2/1P4PK/P7/3r4/3b4 b - -,128
8/5p2/2k4P/3N2p1/2BKn3/8/8/4r3 b - -,-202
rn1qnrk1/pp2ppbp/3p2p1/2p5/2PP4/2NBPN1P/PP3PP1/R1BQ1RK1 b - -,653
r1bqk2r/ppp1bp1p/4p3/4n1p1/2P5/2P5/P1Q1BPPP/R1B1K1NR w KQkq -,-81
8/4k3/P5pp/3P4/3pP3/3P3P/6K1/8 b - -,562
8/2P5/P4kPP/2b2P2/4K3/8/8/8 b - -,720
1k2rb2/3R2pp/p1p2p2/8/2P5/6N1/P4PPP/6K1 w - -,-10
8/4k2p/8/pp6/6P1/3K3P/r7/8 w - -,-687
r3nqk1/p1pb1p1p/2p3p1/1r6/3B4/1P1P1BP1/5P1P/1Q2R1K1 w - -,-546
8/5pp1/1ppk3p/7P/1n1PB1P1/8/p3P1K1/8 w - -,-596
r5k1/1p4bn/pq1p2p1/n1pP1r2/P1P2P2/1PN5/3BB3/1R1Q1RK1 b - -,162
5kr1/p4p1p/Bp1R1p2/4p3/4q3/PP4P1/5P2/R5K1 b - -,-318
6k1/1q5p/2RN2p1/b2P1p2/n4P1P/6P1/6B1/5K2 b - -,-543
1k1r3r/pp4bp/1q4p1/4Pp2/2Q1P3/5N2/5PPP/R4RK1 w - f6,147
8/4k1pp/5p2/P7/2R5/6P1/1q5P/7K w - -,-386
r1b1qrk1/ppppPppp/8/8/Q7/2P3P1/PP2P2P/RNB1K2q w Q -,-1422
Q7/8/B5k1/3R4/6p1/6p1/1P5P/7K b - -,957
2rq1rk1/pB2pp1p/6p1/4b3/8/P5Pb/1P2PP2/R1BQ1RK1 w - -,-41
2r5/1Q3p1k/p6p/8/P4q2/3K3P/6B1/8 b - -,-598
1r3rk1/3b2bp/pp1p2p1/3P4/1pP1p2P/P6P/5P2/1R1BNR1K w - -,-368
rn2k2r/pp1bqpp1/3p1n1p/2pP4/2P5/2N1B3/PP2PPPP/R2QKB1R w KQkq -,157
5Nk1/8/3b4/7P/3B4/2PK2P1/8/1q6 w - -,-551
8/8/2K1k3/2Pp2p1/3p2P1/8/5P2/8 b - -,-225
rnbq1rk1/pp2p1b1/2p2np1/3p1pp1/3P4/P1N1P3/1PPBBPPP/R2Q1RK1 b - -,-524
3k4/7R/2r5/5p2/5Pp1/8/5K2/8 b - -,-15
Q7/8/5k2/7p/4Q3/6PK/5P2/8 w - -,4421
rnb1k2r/pp2n2p/3q2p1/3p1pPP/8/8/PPP1PP2/RNBQK1NR w KQkq -,190
3r2k1/1R3Bpp/n7/4p3/1pP5/6P1/2KBPn2/8 b - -,94
r1bqk2r/p4ppp/2n1pn2/8/1bpPPB2/2N2N2/1PQ2PPP/R3K2R w KQkq -,-360
2r2rk1/pp3ppB/1q1np3/3p4/6P1/2P4P/PPQ2P2/1R3RK1 b - -,-80
r1bq1rk1/pp2n1pp/2pp4/8/2P1Q3/P1P1B1P1/5P1P/1R2K1NR b K -,-286
8/7R/3k4/r7/P2bp1p1/1B6/3K4/8 b - -,-315
r3k2b/pp1bp2p/5np1/8/2Bn4/2N5/PP3PPP/R1B1K2R w KQq -,199
r1bqkb1r/1p3p2/4pn1p/p2pN1p1/8/2NP4/PP1P1PPP/R1BQR1K1 w kq -,8
r5k1/5pp1/2p4p/p1b2P2/R7/2P3B1/5PKP/8 w - -,-139
b7/8/1p3pk1/1P4p1/2Pp2Pp/3P3P/2BQ3K/5q2 w - -,-257
4r1k1/6p1/2nq1p2/p1pp3p/P3b1nP/1NP2NP1/1P3PB1/2Q1R1K1 b - -,-35
r5k1/4b2r/6pB/1Np5/2P5/3P2P1/p5KP/R7 w - -,-297
2kr1b1r/p3pppp/1pnq1n2/2p2b2/2P5/2NPB3/PP2BPPP/R2QNRK1 b - -,46
rnbq2k1/5ppp/2p2n2/pp1pr3/8/P2BP3/1P1N1PPP/R1BQ1RK1 w - -,-56
r1bq1rk1/1ppp1p1p/p1n3p1/3Pp3/8/3P1NP1/PP2PRBP/R1BQ2K1 b - -,655
r1bq1rk1/p1p1ppb1/1pnp1np1/7p/4P3/1PN2N1P/PBPP1PP1/1R1QKB1R w K -,15
rnb1kb1N/pp4p1/3ppn1p/2p2p2/3P4/4P3/P1PB1PPP/qN1QKB1R w Kq -,155
r2qkb1r/1p3pp1/p3p2p/3pPb2/1n3B2/2N5/PPP1BPPP/2RQ1RK1 b kq -,-42
r4rk1/pp1bbppp/1qn1p3/3p4/5PP1/P1PP1NP1/1P1N2BK/R1BQ1R2 b - -,431
5bk1/pb5p/1p2p1p1/4Pp2/2P1p2P/1PB1Q3/P4PBP/6K1 b - -,553
4k2r/4b1p1/2p1pn2/4p3/4p3/2BP2PP/r1P2QB1/1K1R1R2 b k -,630
r1b1k2r/1ppq1ppp/p1nb1n2/3p4/3P1B2/4PN2/PP1N1PPP/R2QKB1R w KQkq -,4
1r6/5pk1/6p1/7p/5PpP/2pB4/4K3/b7 b - -,-708
8/8/1k6/3B1p2/5P1p/7P/3K1P2/8 b - -,436
r2q1rk1/pp3ppp/3b4/2pQ4/8/4PNP1/PP3P1P/R1B2RK1 b - -,559
r2q1rk1/p4npp/3p4/1ppP1p2/5B2/2P3PP/P3PPB1/R4RK1 b - -,-548
r2qkbnr/pb1p3p/1pn1ppp1/2p3B1/2P5/2NP1NP1/PP2PPBP/R2QK2R w KQkq -,12
r2qkb1r/pp3n1p/2n1bp2/2p1p3/2Pp4/P2P1NPP/1P2PPB1/R1BQ1RK1 b kq -,-325
8/8/1R3p2/2R1k3/4pp1P/8/6K1/8 b - -,382
8/5p1k/2Q3pp/1pp5/7P/2qP2P1/P4P2/5BK1 b - -,410
q1rr2k1/1p1n1ppp/4p3/1Pb5/8/1Q2PN2/4BPPP/2RR2K1 b - -,21
4r1k1/8/3Pb1p1/3K4/8/2R5/1P5P/8 w - -,-50
1r4k1/p2b1ppp/1p1P4/2p5/2Pp4/3P1B2/P4PPP/2R3K1 b - -,-73
r2q1rk1/pb1nbppp/4pn2/2pp4/B1P2P2/4PN2/PP1N2PP/R1BQ1RK1 b - -,-117
8/8/R4k2/P2r4/8/2r5/5B2/4K3 b - -,-38
r2r2k1/3b2b1/2RB2pp/pp1n4/8/6P1/PP2PPKP/5R2 w - -,-622
8/6R1/4K3/k4pP1/7p/7P/8/b7 w - -,618
r2qkb1r/ppp3p1/n4n1p/3p1b2/3P1B2/2N4N/PP2PPB1/R2QK2R w KQkq -,88
5Q2/8/5pk1/2p5/7P/r4q2/5P2/6K1 b - -,-738
8/8/1pKB2rk/p6p/P1Pb4/8/7R/8 w - -,-11
8/5R2/6p1/7p/6rP/8/5k1K/8 b - -,18
r2nk2r/p2p1ppp/4pn2/2p5/2P5/P3PP2/1P3P1P/R2QKB1R w KQkq -,484
8/3n4/6k1/1P2p2p/1N5P/8/2P2K2/8 w - -,235
8/P7/1Rp5/4p1p1/4Pk2/2P5/1P6/6K1 b - -,754
r4rk1/pqp1b1pp/1p2pn2/5p2/2PP1P2/P1N3P1/4P2P/R1BQ1RK1 b - -,-89
rn1qk1br/pp4b1/2pp1p1p/5p2/3P4/2N1P1B1/PPP1BPP1/R2QK1NR w KQkq -,739
4r3/q4pk1/7p/5R2/8/8/5PK1/8 w - -,-448
8/4k2B/1p5P/p1p1B1P1/P5K1/1P4P1/7r/8 w - -,624
4b3/4p3/1p2k2b/5pp1/3P4/P1P1N1P1/4KP2/8 w - -,-292
8/3k1p2/8/5p1p/7P/5KP1/5P2/8 w - -,342
r1bqk2Q/pp1n1p1p/4p3/3pPn2/5P2/8/PP1K2PP/RN3BNR b q -,322
8/p4r2/4p1k1/2RP4/3P4/6K1/3B4/8 b - -,338
rnq1kb1r/p4ppp/b1p1pn2/3pN3/1P1P4/4P1P1/PPN2P1P/R1BQKB1R b KQkq -,79
7Q/5B2/3k4/2r5/P4K2/1P6/2b5/8 b - -,401
8/8/3P2p1/1p6/4k1P1/1K1n4/4B3/8 w - -,532
7Q/4k1K1/4p1R1/6P1/3r4/8/8/8 b - -,417
r1bqk2r/1pp1bppp/2n1pP2/3p4/3P4/1pPB1N2/PP3PPP/R1BQK2R b KQkq -,20
r4rk1/1p1bppbp/1pnp1np1/2p5/2P1P3/2NP1N2/PP1BBPPP/R4RK1 w - -,-54
r1b1k2r/p5pp/3ppn2/3p1p2/8/4P3/PPPN1PPP/R1BQK2R w KQ -,798
rn1k1bnr/pb3p1p/8/1B2p1p1/4Pp2/2N5/PPP3PP/R1B1K2R w KQ -,-395
r2qr1k1/3b1pp1/pp3np1/3p4/2pP1Q2/2N4P/PPP1BPP1/3RR2K w - -,-10
r1bb2k1/pp3ppp/5n2/8/2P5/2N5/P1P2PPP/R1B2RK1 b - -,256
7r/4k1p1/p2qPp1p/P1p2P1P/1pPp2P1/7K/2R5/3R4 b - -,-471
8/1r6/8/4B1k1/p1R5/Kb6/8/8 w - -,-11
5N1r/r3kppp/p2np3/1BB5/Rn6/5bPP/1P3P2/5RK1 b - -,14
1r3rk1/p4ppp/2p1p3/8/2P2Pq1/1PN1P3/P7/3R1RK1 w - -,-553
r1b1k2r/p2pbppp/p3pn2/8/5B1P/1N2PN2/PqP2PP1/R2Q1RK1 b kq -,2
r2q1r2/pp2ppkp/2npbnp1/2p5/4P3/2NP1N2/PPPQBPPP/R4RK1 w - -,13
8/4bk2/8/2p2K2/5NP1/3R4/8/6r1 b - -,8
r6k/6p1/1P5p/2Q2p2/4pP2/4P2P/8/7K b - -,446
r4r1k/pp2bN1p/2b1p1p1/2P5/8/1PPqP3/PQ4PP/R4RK1 b - -,-350
5rk1/pp1qbppp/8/2p5/2P5/2NP3P/PPQ2PP1/4R1K1 w - -,160
r1bq3r/pp1pk1pp/2nbp3/2p5/2P3P1/2NP1BP1/PP3P2/R1BQK2R b KQ -,182
r4bnr/pb3ppp/4pk2/8/3P4/8/PP2BPqP/RNB1K2R w KQ -,-788
r1b3nr/pp1k1pb1/6pp/2pNn3/2P1PB2/8/PP3PPP/R3KB1R w KQ -,-151
